from,to,rank
364025,104577,7
364025,105145,8
364025,105668,9
364025,105792,10
364025,448886,11
364025,105428,12
364025,104708,13
364025,420574,14
364025,105525,15
364025,364016,16
364025,230038,17
364025,106148,18
364025,404426,19
364025,142522,20
364025,442781,21
364025,104425,22
364025,186186,23
364025,105349,24
364025,423643,25
104425,105525,1
104425,104179,2
104425,104577,3
104425,105330,4
104425,104151,5
104425,186186,6
104425,104346,7
104425,104160,8
104425,180212,9
104425,105154,10
104425,364025,11
104425,188261,12
104425,105297,13
104425,442781,14
104425,106148,15
104425,208415,16
104425,180203,17
104425,180151,18
104425,105899,19
104425,180160,20
104425,363633,21
104425,198084,22
104425,180328,23
104425,105792,24
104425,,25
404426,105330,1
404426,106148,2
404426,105154,3
404426,104151,4
404426,105747,5
404426,104346,6
404426,104179,7
404426,105145,8
404426,104577,9
404426,105297,10
404426,104708,11
404426,127185,12
404426,105428,13
404426,442781,14
404426,364025,15
404426,186186,16
404426,105349,17
404426,230092,18
404426,105525,19
404426,180212,20
404426,120953,21
404426,188100,22
404426,364016,23
404426,187596,24
404426,180203,25
103945,,1
474890,,1
105297,127185,1
105297,188100,2
105297,187596,3
105297,155140,4
105297,104151,5
105297,180203,6
105297,105330,7
105297,230092,8
105297,188021,9
105297,186186,10
105297,187958,11
105297,404426,12
105297,219277,13
105297,188261,14
105297,104577,15
105297,105349,16
105297,105154,17
105297,180212,18
105297,219374,19
105297,187897,20
105297,442781,21
105297,380377,22
105297,104179,23
105297,188216,24
105297,434584,25
104577,105330,1
104577,104346,2
104577,104151,3
104577,104160,4
104577,104179,5
104577,105154,6
104577,364025,7
104577,105525,8
104577,230038,9
104577,106148,10
104577,104425,11
104577,104708,12
104577,142522,13
104577,105747,14
104577,230047,15
104577,448886,16
104577,105428,17
104577,420574,18
104577,404426,19
104577,105145,20
104577,105297,21
104577,407009,22
104577,187985,23
104577,230603,24
104577,105349,25
104586,133553,1
104586,426314,2
104586,104151,3
104586,166683,4
104586,128328,5
104586,243780,6
104586,200280,7
104586,110404,8
104586,104179,9
104586,243744,10
104586,110422,11
104586,105330,12
104586,126775,13
104586,126614,14
104586,133881,15
104586,139755,16
104586,228723,17
104586,166027,18
104586,110635,19
104586,164155,20
104586,110529,21
104586,110644,22
104586,236948,23
104586,110662,24
104586,194824,25
384333,104708,1
384333,105330,2
384333,104151,3
384333,105428,4
384333,104179,5
384333,105145,6
384333,407009,7
384333,105792,8
384333,105747,9
384333,448886,10
384333,105668,11
384333,442781,12
384333,364016,13
384333,105154,14
384333,105899,15
384333,104577,16
384333,104346,17
384333,186186,18
384333,180212,19
384333,106148,20
384333,180203,21
384333,364025,22
384333,180160,23
384333,423643,24
384333,180328,25
104665,123952,1
104665,164872,2
104665,110422,3
104665,194578,4
104665,243744,5
104665,110529,6
104665,126818,7
104665,209551,8
104665,166683,9
104665,170976,10
104665,190415,11
104665,166027,12
105145,105428,1
105145,104708,2
105145,105792,3
105145,105154,4
105145,104151,5
105145,384333,6
105145,105330,7
105145,105747,8
105145,105668,9
105145,364016,10
105145,104179,11
105145,364025,12
105145,104346,13
105145,404426,14
105145,104577,15
105145,105525,16
105145,448886,17
105145,407009,18
105145,104160,19
105145,442781,20
105145,186186,21
105145,105367,22
105145,180212,23
105145,105899,24
105145,420574,25
104708,104151,1
104708,384333,2
104708,105330,3
104708,105428,4
104708,104179,5
104708,364016,6
104708,407009,7
104708,105145,8
104708,105747,9
104708,105154,10
104708,448886,11
104708,105792,12
104708,105668,13
104708,106148,14
104708,104577,15
104708,364025,16
104708,104346,17
104708,105899,18
104708,423643,19
104708,115001,20
104708,404426,21
104708,104160,22
104708,105525,23
104708,,24
104708,442781,25
436614,239071,1
436614,222178,2
436614,223232,3
105154,364025,1
105154,104151,2
105154,105747,3
105154,105330,4
105154,104179,5
105154,104577,6
105154,105145,7
105154,104708,8
105154,104346,9
105154,105428,10
105154,105668,11
105154,106148,12
105154,105792,13
105154,105525,14
105154,448886,15
105154,420574,16
105154,404426,17
105154,364016,18
105154,104160,19
105154,127185,20
105154,230038,21
105154,105349,22
105154,105297,23
105154,122375,24
105154,384333,25
423643,104179,1
423643,104151,2
423643,143853,3
423643,112525,4
423643,104708,5
423643,105330,6
423643,167093,7
423643,145628,8
423643,123943,9
423643,407009,10
423643,221670,11
423643,214564,12
423643,230764,13
423643,209612,14
423643,117636,15
423643,136215,16
423643,123961,17
423643,126562,18
423643,177834,19
423643,,20
423643,196228,21
423643,364025,22
423643,166656,23
423643,110662,24
423643,445735,25
105206,105330,1
105206,442781,2
105206,186186,3
105206,104151,4
105206,180212,5
105206,120953,6
105206,104179,7
105206,180203,8
105206,180160,9
105206,180328,10
105206,,11
105206,104346,12
105206,105154,13
105206,104160,14
105206,105525,15
105206,423652,16
105206,188261,17
105206,105145,18
105206,105899,19
105206,182005,20
105206,208415,21
105206,118347,22
105206,230171,23
105206,104577,24
105206,182281,25
105330,104151,1
105330,104179,2
105330,122409,3
105330,448886,4
105330,126818,5
105330,209551,6
105330,104708,7
105330,110662,8
105330,182281,9
105330,126614,10
105330,407009,11
105330,209542,12
105330,105154,13
105330,110583,14
105330,123961,15
105330,105525,16
105330,110705,17
105330,104577,18
105330,122436,19
105330,110422,20
105330,187985,21
105330,141574,22
105330,236939,23
105330,120883,24
105330,104160,25
105349,105330,1
105349,105154,2
105349,186186,3
105349,105297,4
105349,180212,5
105349,104151,6
105349,104577,7
105349,442781,8
105349,404426,9
105349,180203,10
105349,180160,11
105349,180328,12
105349,181419,13
105349,,14
105349,364025,15
105349,188261,16
105349,198011,17
105349,120953,18
105349,126748,19
105349,106148,20
105349,199722,21
105349,127185,22
105349,118347,23
105349,208415,24
105349,428392,25
105367,105428,1
105367,,2
105367,104151,3
105367,448886,4
105367,104179,5
105367,104708,6
105367,105145,7
105367,141644,8
105367,105330,9
105367,364016,10
105367,105668,11
105367,420574,12
105367,105792,13
105367,193900,14
105367,104346,15
105367,105747,16
105367,110662,17
105367,144005,18
105367,110538,19
105367,118347,20
105367,110592,21
105367,117733,22
105367,171100,23
105367,110635,24
105367,148487,25
364016,104708,1
364016,104151,2
364016,105747,3
364016,105330,4
364016,105428,5
364016,104179,6
364016,105145,7
364016,105154,8
364016,105792,9
364016,407009,10
364016,364025,11
364016,105668,12
364016,384333,13
364016,104577,14
364016,442781,15
364016,186186,16
364016,,17
364016,180212,18
364016,115001,19
364016,105525,20
364016,448886,21
364016,404426,22
364016,104346,23
364016,367839,24
364016,180203,25
105428,104708,1
105428,104151,2
105428,105145,3
105428,105792,4
105428,105330,5
105428,104179,6
105428,384333,7
105428,105154,8
105428,448886,9
105428,105747,10
105428,,11
105428,105367,12
105428,364016,13
105428,105668,14
105428,104346,15
105428,407009,16
105428,364025,17
105428,104577,18
105428,105525,19
105428,106148,20
105428,404426,21
105428,104160,22
105428,381459,23
105428,166027,24
105428,105899,25
381459,105428,1
381459,,2
105525,104179,1
105525,105330,2
105525,104151,3
105525,104425,4
105525,104346,5
105525,104577,6
105525,105154,7
105525,106148,8
105525,364025,9
105525,104160,10
105525,448886,11
105525,105747,12
105525,105428,13
105525,104708,14
105525,105145,15
105525,407009,16
105525,188304,17
105525,442781,18
105525,404426,19
105525,188030,20
105525,105668,21
105525,105792,22
105525,364016,23
105525,105899,24
105525,186186,25
105589,105330,1
105589,104179,2
105589,104151,3
105589,230898,4
105589,235167,5
105589,160959,6
105589,166018,7
105589,193900,8
105589,199865,9
105589,127653,10
105589,236948,11
105589,115755,12
105589,141644,13
105589,121691,14
105589,209551,15
105589,237011,16
105589,106148,17
105589,209922,18
105589,236595,19
105589,110635,20
105589,166027,21
105589,209056,22
105589,209542,23
105589,164988,24
105589,243744,25
105668,105154,1
105668,104708,2
105668,105145,3
105668,105428,4
105668,104151,5
105668,364025,6
105668,105792,7
105668,384333,8
105668,105747,9
105668,364016,10
105668,105330,11
105668,104346,12
105668,186186,13
105668,180212,14
105668,105525,15
105668,120953,16
105668,442781,17
105668,,18
105668,180203,19
105668,104179,20
105668,395362,21
105668,180160,22
105668,180328,23
105668,,24
105668,114938,25
105747,105154,1
105747,104151,2
105747,105330,3
105747,104708,4
105747,364025,5
105747,364016,6
105747,105428,7
105747,104179,8
105747,105145,9
105747,105792,10
105747,106148,11
105747,104346,12
105747,384333,13
105747,104577,14
105747,448886,15
105747,105525,16
105747,404426,17
105747,105668,18
105747,407009,19
105747,105899,20
105747,104160,21
105747,186186,22
105747,127185,23
105747,126818,24
105747,180212,25
105792,105428,1
105792,105145,2
105792,104151,3
105792,105154,4
105792,104708,5
105792,105330,6
105792,105747,7
105792,364025,8
105792,384333,9
105792,105668,10
105792,104179,11
105792,364016,12
105792,104346,13
105792,104577,14
105792,105525,15
105792,448886,16
105792,442781,17
105792,106148,18
105792,104425,19
105792,105297,20
105792,367839,21
105792,105367,22
105792,105899,23
105792,103787,24
105792,187897,25
420246,235547,1
420246,209296,2
420246,147590,3
420246,128744,4
420246,439446,5
420246,111966,6
420246,112385,7
420246,146755,8
420246,145558,9
420246,177834,10
420246,117803,11
420246,117672,12
420246,141644,13
420246,159373,14
420246,110097,15
420246,229337,16
420246,168740,17
420246,228644,18
420246,117627,19
420246,117645,20
420246,104151,21
420246,104708,22
420246,113698,23
420246,141565,24
420246,166656,25
103778,164580,1
103778,144050,2
103778,166027,3
103778,104151,4
103778,243744,5
103778,134130,6
103778,215062,7
103778,199120,8
103778,198419,9
103778,104708,10
103778,366368,11
103778,160755,12
103778,230038,13
103778,121150,14
103778,211440,15
103778,136950,16
103778,227757,17
103778,110662,18
103778,230737,19
103778,147767,20
103778,190150,21
103778,142522,22
103778,228246,23
103778,123961,24
103778,122931,25
442781,180212,1
442781,186186,2
442781,180203,3
442781,180160,4
442781,180328,5
442781,,6
442781,188261,7
442781,120953,8
442781,105206,9
442781,384333,10
442781,118347,11
442781,208415,12
442781,428392,13
442781,404426,14
442781,107619,15
442781,180151,16
442781,395362,17
442781,127617,18
442781,112385,19
442781,109907,20
442781,180373,21
442781,198084,22
442781,363633,23
442781,364016,24
442781,180197,25
31226,,1
104179,104151,1
104179,105330,2
104179,209551,3
104179,110662,4
104179,123961,5
104179,122409,6
104179,126614,7
104179,105525,8
104179,243744,9
104179,448886,10
104179,236948,11
104179,110635,12
104179,122436,13
104179,228778,14
104179,209542,15
104179,110705,16
104179,126818,17
104179,134130,18
104179,193900,19
104179,182281,20
104179,110422,21
104179,110680,22
104179,166027,23
104179,121150,24
104179,236939,25
106148,105330,1
106148,105154,2
106148,104151,3
106148,104577,4
106148,104346,5
106148,104708,6
106148,404426,7
106148,104179,8
106148,105747,9
106148,105525,10
106148,105589,11
106148,104160,12
106148,105428,13
106148,364025,14
106148,448886,15
106148,104425,16
106148,105792,17
106148,128258,18
106148,384333,19
106148,105349,20
106148,105899,21
106148,105297,22
106148,127185,23
106148,230092,24
106148,187897,25
106306,106245,1
106306,106704,2
106306,106412,3
106306,106467,4
106306,106458,5
106306,107983,6
106306,106485,7
106306,107600,8
106306,106449,9
106306,107071,10
106306,107664,11
106306,106397,12
106306,107637,13
106306,107327,14
106306,106263,15
106306,440402,16
106306,108092,17
106306,107460,18
106306,107992,19
106306,106795,20
106306,106713,21
106306,107080,22
106306,219505,23
106306,106883,24
106306,107877,25
107327,106458,1
107327,440402,2
107327,106306,3
107327,106449,4
107327,106704,5
107327,107637,6
107327,106245,7
107327,107460,8
107327,106883,9
107327,420538,10
107327,106467,11
107327,106397,12
107327,107983,13
107327,106485,14
107327,106412,15
107327,107992,16
107327,107600,17
107327,107318,18
107327,107071,19
107327,179645,20
107327,106625,21
107327,107080,22
107327,219505,23
107327,106342,24
107327,107619,25
106449,106704,1
106449,106458,2
106449,440402,3
106449,106467,4
106449,106245,5
106449,106397,6
106449,106485,7
106449,106306,8
106449,420538,9
106449,107071,10
106449,106412,11
106449,107637,12
106449,107983,13
106449,107460,14
106449,107327,15
106449,107044,16
106449,107664,17
106449,106263,18
106449,106999,19
106449,107992,20
106449,108092,21
106449,107080,22
106449,107619,23
106449,107585,24
106449,106342,25
106458,106704,1
106458,106397,2
106458,106245,3
106458,106467,4
106458,107071,5
106458,106412,6
106458,107983,7
106458,220862,8
106458,106485,9
106458,106449,10
106458,176080,11
106458,107327,12
106458,440402,13
106458,176017,14
106458,107080,15
106458,221838,16
106458,420538,17
106458,106342,18
106458,106306,19
106458,107044,20
106458,108092,21
106458,179566,22
106458,221759,23
106458,107877,24
106458,100724,25
420538,106458,1
420538,107460,2
420538,440402,3
420538,106449,4
420538,106467,5
420538,107549,6
420538,106397,7
420538,106704,8
420538,179344,9
420538,107327,10
420538,106625,11
420538,106245,12
420538,107637,13
420538,178697,14
420538,106306,15
420538,106999,16
420538,106342,17
420538,107992,18
420538,106795,19
420538,106485,20
420538,108092,21
420538,107619,22
420538,107983,23
420538,107558,24
420538,100690,25
440402,106449,1
440402,106458,2
440402,106485,3
440402,420538,4
440402,106704,5
440402,106245,6
440402,107327,7
440402,106467,8
440402,107983,9
440402,107992,10
440402,107637,11
440402,106397,12
440402,106306,13
440402,108092,14
440402,106412,15
440402,100724,16
440402,107460,17
440402,106883,18
440402,106999,19
440402,107071,20
440402,106795,21
440402,221838,22
440402,175342,23
440402,159382,24
440402,107619,25
106467,106704,1
106467,106397,2
106467,108092,3
106467,106458,4
106467,107071,5
106467,106245,6
106467,107983,7
106467,106485,8
106467,106449,9
106467,107558,10
106467,107080,11
106467,107585,12
106467,107512,13
106467,106306,14
106467,106342,15
106467,106412,16
106467,107044,17
106467,107460,18
106467,367459,19
106467,107992,20
106467,107141,21
106467,440402,22
106467,106263,23
106467,106713,24
106467,420538,25
106625,106458,1
106625,420538,2
106625,107549,3
106625,106810,4
106625,106467,5
106625,106449,6
106625,107877,7
106625,107327,8
106625,440402,9
106625,,10
106625,179645,11
106625,434584,12
106625,106485,13
106625,143297,14
106625,107992,15
106625,198011,16
106625,440396,17
106625,156338,18
106625,101028,19
106625,101994,20
106625,107743,21
106625,101453,22
106625,102030,23
106625,208415,24
106625,100690,25
106713,106704,1
106713,107877,2
106713,106467,3
106713,107512,4
106713,107080,5
106713,107044,6
106713,106306,7
106713,106342,8
106713,106397,9
106713,106245,10
106713,107071,11
106713,106458,12
106713,106449,13
106713,107558,14
106713,107141,15
106713,107983,16
106713,219505,17
106713,179326,18
106713,107664,19
106713,207403,20
106713,178244,21
106713,224226,22
106713,107600,23
106713,107327,24
106713,137953,25
107521,107071,1
107521,106980,2
107521,107664,3
107521,106245,4
107521,434584,5
107521,107549,6
107521,101994,7
107521,107743,8
107521,101453,9
107521,106810,10
107521,440402,11
107521,100690,12
107521,106467,13
107521,107983,14
107521,107619,15
107521,141802,16
107521,106795,17
107521,107974,18
107521,107318,19
107521,106625,20
107521,101602,21
107521,106883,22
107521,101143,23
107521,101499,24
107521,106449,25
106795,228699,1
106795,107071,2
106795,106306,3
106795,107983,4
106795,107725,5
106795,106467,6
106795,107992,7
106795,440402,8
106795,106449,9
106795,107743,10
106795,100690,11
106795,420538,12
106795,107619,13
106795,224545,14
106795,106245,15
106795,107460,16
106795,106883,17
106795,434584,18
106795,107327,19
106795,106704,20
106795,107974,21
106795,442392,22
106795,106485,23
106795,106263,24
106795,106397,25
106810,107044,1
106810,106625,2
106810,101453,3
106810,100690,4
