year,status,state,demo,grads
2003,actual,Minnesota,public_total,59096
2004,actual,Minnesota,public_total,58391
2005,actual,Minnesota,public_total,58898
2006,actual,Minnesota,public_total,59497
2007,actual,Minnesota,public_total,60409
2008,actual,Minnesota,public_total,59729
2009,actual,Minnesota,public_total,59667
2010,actual,Minnesota,public_total,59357
2011,projected,Minnesota,public_total,57501
2012,projected,Minnesota,public_total,58255
2013,projected,Minnesota,public_total,56147.19987940959
2014,projected,Minnesota,public_total,56719.01108666926
2015,projected,Minnesota,public_total,56268.75547843899
2016,projected,Minnesota,public_total,56865.66000294853
2017,projected,Minnesota,public_total,57743.61036498277
2018,projected,Minnesota,public_total,58493.69650355584
2019,projected,Minnesota,public_total,57926.53611480342
2020,projected,Minnesota,public_total,59357.67618426703
2021,projected,Minnesota,public_total,60791.79192344655
2022,projected,Minnesota,public_total,60761.91456425276
2023,projected,Minnesota,public_total,61887.77909134079
2024,projected,Minnesota,public_total,63337.53929013562
2025,projected,Minnesota,public_total,61890.034154841764
2026,projected,Minnesota,public_total,60372.11749272044
2027,projected,Minnesota,public_total,58568.119804860464
2028,projected,Minnesota,public_total,58348.382301609985
2029,projected,Minnesota,public_total,58761.66844420971
2030,projected,Minnesota,public_total,59071.22400379753
2031,projected,Minnesota,public_total,59697.496165335695
2000,actual,Minnesota,hispanic,916
2001,actual,Minnesota,hispanic,1032
2002,actual,Minnesota,hispanic,1139
2003,actual,Minnesota,hispanic,1238
2004,actual,Minnesota,hispanic,1322
2005,actual,Minnesota,hispanic,1501
2006,actual,Minnesota,hispanic,1690
2007,actual,Minnesota,hispanic,1788
2008,actual,Minnesota,hispanic,1997
2009,actual,Minnesota,hispanic,2176
2010,actual,Minnesota,hispanic,2485
2011,projected,Minnesota,hispanic,2497
2012,projected,Minnesota,hispanic,2827
2013,projected,Minnesota,hispanic,2796.4299636321903
2014,projected,Minnesota,hispanic,3165.5523487950136
2015,projected,Minnesota,hispanic,3159.7593607336744
2016,projected,Minnesota,hispanic,3531.32029350523
2017,projected,Minnesota,hispanic,3571.5389808774034
2018,projected,Minnesota,hispanic,3972.6706776655083
2019,projected,Minnesota,hispanic,4113.455727783198
2020,projected,Minnesota,hispanic,4208.251534088657
2021,projected,Minnesota,hispanic,4730.61075725707
2022,projected,Minnesota,hispanic,4712.268742605923
2023,projected,Minnesota,hispanic,5064.291476185083
2024,projected,Minnesota,hispanic,5374.272667863595
2025,projected,Minnesota,hispanic,5031.827314812386
2026,projected,Minnesota,hispanic,4920.393418718699
2027,projected,Minnesota,hispanic,4481.170449146307
2028,projected,Minnesota,hispanic,4044.6598969821525
2029,projected,Minnesota,hispanic,4246.3704857551165
2030,projected,Minnesota,hispanic,4094.3375032713902
2031,projected,Minnesota,hispanic,4095.448793336346
2000,actual,Minnesota,white,50714
2001,actual,Minnesota,white,51052
2002,actual,Minnesota,white,52363
2003,actual,Minnesota,white,51688
2004,actual,Minnesota,white,50749
2005,actual,Minnesota,white,50551
2006,actual,Minnesota,white,50534
2007,actual,Minnesota,white,50762
2008,actual,Minnesota,white,49455
2009,actual,Minnesota,white,49048
2010,actual,Minnesota,white,48560.52535814323
2011,projected,Minnesota,white,46875.48551008566
2012,projected,Minnesota,white,46735.10241277737
2013,projected,Minnesota,white,44880.8393586191
2014,projected,Minnesota,white,44876.25540091242
2015,projected,Minnesota,white,44552.891210707836
2016,projected,Minnesota,white,44278.438822416625
2017,projected,Minnesota,white,44427.93565893708
2018,projected,Minnesota,white,44454.03234490204
2019,projected,Minnesota,white,43675.52044854224
2020,projected,Minnesota,white,44898.875841332796
2021,projected,Minnesota,white,45322.298375642626
2022,projected,Minnesota,white,45294.20950986485
2023,projected,Minnesota,white,45718.206328504864
2024,projected,Minnesota,white,46088.83036642984
2025,projected,Minnesota,white,44697.193325743916
2026,projected,Minnesota,white,43637.760590236685
2027,projected,Minnesota,white,42472.95026220885
2028,projected,Minnesota,white,42137.82669653768
2029,projected,Minnesota,white,41987.18606670783
2030,projected,Minnesota,white,42105.69968584246
2031,projected,Minnesota,white,42184.949028783594
2000,actual,Minnesota,black,1840
2001,actual,Minnesota,black,2122
2002,actual,Minnesota,black,2495
2003,actual,Minnesota,black,2510
2004,actual,Minnesota,black,2637
2005,actual,Minnesota,black,2973
2006,actual,Minnesota,black,3323
2007,actual,Minnesota,black,3678
2008,actual,Minnesota,black,3969
2009,actual,Minnesota,black,4194
2010,actual,Minnesota,black,4118.6186485207145
2011,projected,Minnesota,black,3868.8455906319987
2012,projected,Minnesota,black,4293.483787381966
2013,projected,Minnesota,black,4051.219890604446
2014,projected,Minnesota,black,4108.8546842620135
2015,projected,Minnesota,black,4116.387337394816
2016,projected,Minnesota,black,4376.617918467236
2017,projected,Minnesota,black,4658.313718754292
2018,projected,Minnesota,black,4828.503557674038
2019,projected,Minnesota,black,4777.816333100718
2020,projected,Minnesota,black,4809.629710151953
2021,projected,Minnesota,black,5140.254750826551
2022,projected,Minnesota,black,5198.071705375301
2023,projected,Minnesota,black,5498.2713443153125
2024,projected,Minnesota,black,5876.729691045664
2025,projected,Minnesota,black,5995.510538053284
2026,projected,Minnesota,black,5785.171143615292
2027,projected,Minnesota,black,5794.60423389856
2028,projected,Minnesota,black,5698.16144740503
2029,projected,Minnesota,black,6153.437912442496
2030,projected,Minnesota,black,6526.340290234558
2031,projected,Minnesota,black,6842.883086208607
2000,actual,Minnesota,amerindian_alaskanative,643
2001,actual,Minnesota,amerindian_alaskanative,661
2002,actual,Minnesota,amerindian_alaskanative,736
2003,actual,Minnesota,amerindian_alaskanative,799
2004,actual,Minnesota,amerindian_alaskanative,848
2005,actual,Minnesota,amerindian_alaskanative,778
2006,actual,Minnesota,amerindian_alaskanative,890
2007,actual,Minnesota,amerindian_alaskanative,830
2008,actual,Minnesota,amerindian_alaskanative,901
2009,actual,Minnesota,amerindian_alaskanative,902
2010,actual,Minnesota,amerindian_alaskanative,697.6332824462024
2011,projected,Minnesota,amerindian_alaskanative,670.7833771834541
2012,projected,Minnesota,amerindian_alaskanative,674.3814584522024
2013,projected,Minnesota,amerindian_alaskanative,646.9858634261304
2014,projected,Minnesota,amerindian_alaskanative,628.9665991198457
2015,projected,Minnesota,amerindian_alaskanative,610.8738401359158
2016,projected,Minnesota,amerindian_alaskanative,584.3491703855547
2017,projected,Minnesota,amerindian_alaskanative,586.4470891079169
2018,projected,Minnesota,amerindian_alaskanative,593.3589915838667
2019,projected,Minnesota,amerindian_alaskanative,580.1854247330804
2020,projected,Minnesota,amerindian_alaskanative,566.8079078962278
2021,projected,Minnesota,amerindian_alaskanative,554.9395832765729
2022,projected,Minnesota,amerindian_alaskanative,496.19961201371564
2023,projected,Minnesota,amerindian_alaskanative,497.4792154816152
2024,projected,Minnesota,amerindian_alaskanative,514.9414747758706
2025,projected,Minnesota,amerindian_alaskanative,546.1865461085555
2026,projected,Minnesota,amerindian_alaskanative,529.1173513670324
2027,projected,Minnesota,amerindian_alaskanative,478.54517812337417
2028,projected,Minnesota,amerindian_alaskanative,488.2085914065202
2029,projected,Minnesota,amerindian_alaskanative,452.06973444388984
2030,projected,Minnesota,amerindian_alaskanative,477.8456853292599
2031,projected,Minnesota,amerindian_alaskanative,458.21164750244156
2000,actual,Minnesota,asian,2468
2001,actual,Minnesota,asian,2573
2002,actual,Minnesota,asian,2699
2003,actual,Minnesota,asian,2861
2004,actual,Minnesota,asian,2837
2005,actual,Minnesota,asian,3095
2006,actual,Minnesota,asian,3060
2007,actual,Minnesota,asian,3351
2008,actual,Minnesota,asian,3407
2009,actual,Minnesota,asian,3347
2010,actual,Minnesota,asian,3495.2227108898505
2011,projected,Minnesota,asian,3588.8855220988858
2012,projected,Minnesota,asian,3725.032341388465
2013,projected,Minnesota,asian,3587.4959589225973
2014,projected,Minnesota,asian,3716.022065590555
2015,projected,Minnesota,asian,3613.5372072263085
2016,projected,Minnesota,asian,3769.0499815640433
2017,projected,Minnesota,asian,4156.936860393077
2018,projected,Minnesota,asian,4173.7759283502755
2019,projected,Minnesota,asian,4276.367013206618
2020,projected,Minnesota,asian,4411.0420779426
2021,projected,Minnesota,asian,4455.56219024527
2022,projected,Minnesota,asian,4538.414866101809
2023,projected,Minnesota,asian,4491.154380610931
2024,projected,Minnesota,asian,4789.057214903828
2025,projected,Minnesota,asian,5175.657485156721
2026,projected,Minnesota,asian,5041.899083926943
2027,projected,Minnesota,asian,4915.966717099949
2028,projected,Minnesota,asian,4927.195440492065
2029,projected,Minnesota,asian,5322.993466200796
2030,projected,Minnesota,asian,5258.028407418723
2031,projected,Minnesota,asian,5533.172455113143
2000,actual,Mississippi,grand_total,27200
2001,actual,Mississippi,grand_total,27238
2002,actual,Mississippi,grand_total,27354
2003,actual,Mississippi,grand_total,27139
2004,actual,Mississippi,grand_total,26669
2005,actual,Mississippi,grand_total,27088
2006,actual,Mississippi,grand_total,27541
2007,actual,Mississippi,grand_total,28201
2008,actual,Mississippi,grand_total,27863
2009,actual,Mississippi,grand_total,28723
2010,actual,Mississippi,grand_total,30571
2011,projected,Mississippi,grand_total,29536.328940058847
2012,projected,Mississippi,grand_total,29954.45795464261
2013,projected,Mississippi,grand_total,29641.84203771723
2014,projected,Mississippi,grand_total,28748.35763345874
2015,projected,Mississippi,grand_total,28823.110790202012
2016,projected,Mississippi,grand_total,28760.993979170235
2017,projected,Mississippi,grand_total,29788.36336494291
2018,projected,Mississippi,grand_total,28885.36475161981
2019,projected,Mississippi,grand_total,28250.291250567123
2020,projected,Mississippi,grand_total,27426.170954547157
2021,projected,Mississippi,grand_total,27556.15799346545
2022,projected,Mississippi,grand_total,27297.899849488433
2023,projected,Mississippi,grand_total,28537.977716993435
2024,projected,Mississippi,grand_total,30060.17995495943
2025,projected,Mississippi,grand_total,28844.505977359528
2026,projected,Mississippi,grand_total,27444.87266872689
2027,projected,Mississippi,grand_total,25569.187725943328
2028,projected,Mississippi,grand_total,25414.81337418141
2029,projected,Mississippi,grand_total,24721.103013925138
2030,projected,Mississippi,grand_total,24713.28597559799
2031,projected,Mississippi,grand_total,24762.962024143075
2000,actual,Mississippi,private_total,3452
2001,actual,Mississippi,private_total,3498
2002,actual,Mississippi,private_total,3544
2003,actual,Mississippi,private_total,3404
2004,actual,Mississippi,private_total,3146
2005,actual,Mississippi,private_total,3240
2006,actual,Mississippi,private_total,3355
2007,actual,Mississippi,private_total,3406
2008,actual,Mississippi,private_total,3358
2009,actual,Mississippi,private_total,3245
2010,actual,Mississippi,private_total,3250
2011,projected,Mississippi,private_total,3378.3289400588465
2012,projected,Mississippi,private_total,3452.45795464261
2013,projected,Mississippi,private_total,3403.4037375159255
2014,projected,Mississippi,private_total,3325.8474783069346
2015,projected,Mississippi,private_total,3478.6274689759084
2016,projected,Mississippi,private_total,3446.449376733375
2017,projected,Mississippi,private_total,3296.319144733226
2018,projected,Mississippi,private_total,3292.302640048431
2019,projected,Mississippi,private_total,2979.944658401484
2020,projected,Mississippi,private_total,2992.222596681096
2021,projected,Mississippi,private_total,2901.963012443981
2022,projected,Mississippi,private_total,2741.05741628822
2023,projected,Mississippi,private_total,3183.1849119847475
2024,projected,Mississippi,private_total,3204.116634938482
2025,projected,Mississippi,private_total,3074.245291986082
2026,projected,Mississippi,private_total,2914.381141449655
2027,projected,Mississippi,private_total,2715.9770202256404
2028,projected,Mississippi,private_total,2722.093325647247
2029,projected,Mississippi,private_total,2637.2679167096203
2030,projected,Mississippi,private_total,2634.1174448070124
2031,projected,Mississippi,private_total,2638.8562649313412
2000,actual,Mississippi,public_total,23748
2001,actual,Mississippi,public_total,23740
2002,actual,Mississippi,public_total,23810
2003,actual,Mississippi,public_total,23735
2004,actual,Mississippi,public_total,23523
2005,actual,Mississippi,public_total,23848
2006,actual,Mississippi,public_total,24186
2007,actual,Mississippi,public_total,24795
2008,actual,Mississippi,public_total,24505
2009,actual,Mississippi,public_total,25478
2010,actual,Mississippi,public_total,27321
2011,projected,Mississippi,public_total,26158
2012,projected,Mississippi,public_total,26502
2013,projected,Mississippi,public_total,26238.438300201306
2014,projected,Mississippi,public_total,25422.510155151806
2015,projected,Mississippi,public_total,25344.483321226104
2016,projected,Mississippi,public_total,25314.544602436858
2017,projected,Mississippi,public_total,26492.044220209686
2018,projected,Mississippi,public_total,25593.06211157138
2019,projected,Mississippi,public_total,25270.34659216564
2020,projected,Mississippi,public_total,24433.948357866062
2021,projected,Mississippi,public_total,24654.194981021472
2022,projected,Mississippi,public_total,24556.842433200214
2023,projected,Mississippi,public_total,25354.79280500869
2024,projected,Mississippi,public_total,26856.063320020945
2025,projected,Mississippi,public_total,25770.260685373447
2026,projected,Mississippi,public_total,24530.491527277234
2027,projected,Mississippi,public_total,22853.210705717687
2028,projected,Mississippi,public_total,22692.720048534164
2029,projected,Mississippi,public_total,22083.835097215517
2030,projected,Mississippi,public_total,22079.16853079098
2031,projected,Mississippi,public_total,22124.105759211732
2000,actual,Mississippi,hispanic,87
2001,actual,Mississippi,hispanic,120
2002,actual,Mississippi,hispanic,131
2003,actual,Mississippi,hispanic,122
2004,actual,Mississippi,hispanic,163
2005,actual,Mississippi,hispanic,186
2006,actual,Mississippi,hispanic,227
2007,actual,Mississippi,hispanic,271
2008,actual,Mississippi,hispanic,313
2009,actual,Mississippi,hispanic,325
2010,actual,Mississippi,hispanic,399
2011,projected,Mississippi,hispanic,469
2012,projected,Mississippi,hispanic,448
2013,projected,Mississippi,hispanic,584.375763463996
2014,projected,Mississippi,hispanic,547.0998120751184
2015,projected,Mississippi,hispanic,558.5864488730981
2016,projected,Mississippi,hispanic,628.867265461959
2017,projected,Mississippi,hispanic,643.634538634037
2018,projected,Mississippi,hispanic,732.3236442216195
2019,projected,Mississippi,hispanic,711.6476371948239
2020,projected,Mississippi,hispanic,803.9839847113616
2021,projected,Mississippi,hispanic,826.7223544645499
2022,projected,Mississippi,hispanic,857.6626300459684
2023,projected,Mississippi,hispanic,921.0145844083694
2024,projected,Mississippi,hispanic,1014.868202985499
2025,projected,Mississippi,hispanic,1347.6154673220235
2026,projected,Mississippi,hispanic,1072.390635499429
2027,projected,Mississippi,hispanic,979.3744768224376
2028,projected,Mississippi,hispanic,890.308393129686
2029,projected,Mississippi,hispanic,860.8695053314066
2030,projected,Mississippi,hispanic,1046.557160365291
2031,projected,Mississippi,hispanic,1071.9569470597994
2000,actual,Mississippi,white,12297
2001,actual,Mississippi,white,12174
2002,actual,Mississippi,white,12409
2003,actual,Mississippi,white,12362
2004,actual,Mississippi,white,12150
2005,actual,Mississippi,white,12278
2006,actual,Mississippi,white,12240
2007,actual,Mississippi,white,12544
2008,actual,Mississippi,white,12079
2009,actual,Mississippi,white,12688.030377764404
2010,actual,Mississippi,white,13009
2011,projected,Mississippi,white,12510.054517048604
2012,projected,Mississippi,white,12923.570492561355
2013,projected,Mississippi,white,12855.243437970708
2014,projected,Mississippi,white,12367.317657633404
2015,projected,Mississippi,white,12444.824326159624
2016,projected,Mississippi,white,12577.111123617608
2017,projected,Mississippi,white,12928.600710660243
2018,projected,Mississippi,white,12483.727423478884
2019,projected,Mississippi,white,12357.30813335544
2020,projected,Mississippi,white,12075.05104062477
2021,projected,Mississippi,white,12247.695674275106
2022,projected,Mississippi,white,12000.464173870894
2023,projected,Mississippi,white,12054.334980712392
2024,projected,Mississippi,white,12463.851723878855
2025,projected,Mississippi,white,12189.286216285687
2026,projected,Mississippi,white,11594.156621336806
2027,projected,Mississippi,white,11000.52913427203
2028,projected,Mississippi,white,11041.855343360288
2029,projected,Mississippi,white,10871.164001102878
2030,projected,Mississippi,white,10644.155716863233
2031,projected,Mississippi,white,10704.275426516822
2000,actual,Mississippi,black,11158
2001,actual,Mississippi,black,11195
2002,actual,Mississippi,black,11023
2003,actual,Mississippi,black,11000
2004,actual,Mississippi,black,10938
2005,actual,Mississippi,black,11161
2006,actual,Mississippi,black,11437
2007,actual,Mississippi,black,11660
2008,actual,Mississippi,black,11837
2009,actual,Mississippi,black,12167.896923338669
2010,actual,Mississippi,black,13561
2011,projected,Mississippi,black,12879.305820827114
2012,projected,Mississippi,black,12781.383809883893
2013,projected,Mississippi,black,12469.731654634199
2014,projected,Mississippi,black,12148.889688895939
2015,projected,Mississippi,black,12029.659050296657
2016,projected,Mississippi,black,11812.735546766542
2017,projected,Mississippi,black,12540.367564089787
2018,projected,Mississippi,black,12023.071261647783
2019,projected,Mississippi,black,11835.464430437623
2020,projected,Mississippi,black,11236.575248872176
2021,projected,Mississippi,black,11249.590963201743
2022,projected,Mississippi,black,11346.11439546197
2023,projected,Mississippi,black,11989.261324429504
2024,projected,Mississippi,black,12942.782798758437
2025,projected,Mississippi,black,12031.43789287459
2026,projected,Mississippi,black,11523.57590285993
2027,projected,Mississippi,black,10544.057373144222
2028,projected,Mississippi,black,10389.779309423891
2029,projected,Mississippi,black,9979.433225338715
2030,projected,Mississippi,black,10066.483341307274
2031,projected,Mississippi,black,10023.690203787115
2000,actual,Mississippi,amerindian_alaskanative,16
2001,actual,Mississippi,amerindian_alaskanative,32
2002,actual,Mississippi,amerindian_alaskanative,31
2003,actual,Mississippi,amerindian_alaskanative,20
2004,actual,Mississippi,amerindian_alaskanative,32
2005,actual,Mississippi,amerindian_alaskanative,29
2006,actual,Mississippi,amerindian_alaskanative,39
2007,actual,Mississippi,amerindian_alaskanative,40
2008,actual,Mississippi,amerindian_alaskanative,37
2009,actual,Mississippi,amerindian_alaskanative,40.009502014149504
2010,actual,Mississippi,amerindian_alaskanative,39
2011,projected,Mississippi,amerindian_alaskanative,29.07368633021465
2012,projected,Mississippi,amerindian_alaskanative,44.1182604675328
2013,projected,Mississippi,amerindian_alaskanative,42.50460728790546
2014,projected,Mississippi,amerindian_alaskanative,49.77673610529941
2015,projected,Mississippi,amerindian_alaskanative,45.90500365277133
2016,projected,Mississippi,amerindian_alaskanative,36.62183800788611
2017,projected,Mississippi,amerindian_alaskanative,53.5680702451261
2018,projected,Mississippi,amerindian_alaskanative,42.53202090153837
2019,projected,Mississippi,amerindian_alaskanative,48.370593601743025
2020,projected,Mississippi,amerindian_alaskanative,54.64558981182226
2021,projected,Mississippi,amerindian_alaskanative,49.17349824882676
2022,projected,Mississippi,amerindian_alaskanative,44.60617528290371
2023,projected,Mississippi,amerindian_alaskanative,57.29106129174627
2024,projected,Mississippi,amerindian_alaskanative,55.05230855465102
2025,projected,Mississippi,amerindian_alaskanative,50.91106667872609
2026,projected,Mississippi,amerindian_alaskanative,58.04673743893803
2027,projected,Mississippi,amerindian_alaskanative,46.25363999622655
2028,projected,Mississippi,amerindian_alaskanative,49.277298504068135
2029,projected,Mississippi,amerindian_alaskanative,42.96561193224463
2030,projected,Mississippi,amerindian_alaskanative,40.560009346678825
2031,projected,Mississippi,amerindian_alaskanative,35.78153865467129
2000,actual,Mississippi,asian,190
2001,actual,Mississippi,asian,219
2002,actual,Mississippi,asian,216
2003,actual,Mississippi,asian,212
2004,actual,Mississippi,asian,240
2005,actual,Mississippi,asian,194
2006,actual,Mississippi,asian,243
2007,actual,Mississippi,asian,280
2008,actual,Mississippi,asian,241
2009,actual,Mississippi,asian,257.063196882777
2010,actual,Mississippi,asian,310
2011,projected,Mississippi,asian,264.5659757940668
2012,projected,Mississippi,asian,304.9274370872192
2013,projected,Mississippi,asian,316.03714516038707
2014,projected,Mississippi,asian,324.40175838990814
2015,projected,Mississippi,asian,294.20254781556156
2016,projected,Mississippi,asian,326.47773941603884
2017,projected,Mississippi,asian,370.741849223063
2018,projected,Mississippi,asian,370.001668734893
2019,projected,Mississippi,asian,379.97650692210055
2020,projected,Mississippi,asian,341.434739251387
2021,projected,Mississippi,asian,380.990391840569
2022,projected,Mississippi,asian,395.08991654577727
2023,projected,Mississippi,asian,384.4873870540676
2024,projected,Mississippi,asian,402.1030255715705
2025,projected,Mississippi,asian,430.4558628978566
2026,projected,Mississippi,asian,447.539324367441
2027,projected,Mississippi,asian,406.4542425948617
2028,projected,Mississippi,asian,381.2054221234297
2029,projected,Mississippi,asian,413.3928462952629
2030,projected,Mississippi,asian,434.2441825822498
2031,projected,Mississippi,asian,460.5677537927131
2000,actual,Missouri,grand_total,61021
2001,actual,Missouri,grand_total,61546
2002,actual,Missouri,grand_total,64160
2003,actual,Missouri,grand_total,65783
2004,actual,Missouri,grand_total,66189
2005,actual,Missouri,grand_total,66286
2006,actual,Missouri,grand_total,67605
2007,actual,Missouri,grand_total,69106
2008,actual,Missouri,grand_total,70012
2009,actual,Missouri,grand_total,71096
2010,actual,Missouri,grand_total,70521
2011,projected,Missouri,grand_total,68707.6373533326
2012,projected,Missouri,grand_total,68703.50608252919
2013,projected,Missouri,grand_total,68165.22498932871
2014,projected,Missouri,grand_total,67986.085804208
2015,projected,Missouri,grand_total,68523.44103175837
2016,projected,Missouri,grand_total,67195.4758064898
2017,projected,Missouri,grand_total,68680.94740463508
2018,projected,Missouri,grand_total,68513.5255176853
2019,projected,Missouri,grand_total,68301.2128983847
2020,projected,Missouri,grand_total,68248.15177457107
2021,projected,Missouri,grand_total,69063.41453024908
2022,projected,Missouri,grand_total,70091.9074194101
2023,projected,Missouri,grand_total,70626.29680620755
2024,projected,Missouri,grand_total,72082.28526944248
2025,projected,Missouri,grand_total,71411.256707246
2026,projected,Missouri,grand_total,69589.46690365225
2027,projected,Missouri,grand_total,67623.05482810306
2028,projected,Missouri,grand_total,66916.83079066816
2029,projected,Missouri,grand_total,66420.21440287105
2030,projected,Missouri,grand_total,66317.68374592076
2031,projected,Missouri,grand_total,66367.07746454797
2000,actual,Missouri,private_total,6883
2001,actual,Missouri,private_total,7059
2002,actual,Missouri,private_total,7235
2003,actual,Missouri,private_total,7800
2004,actual,Missouri,private_total,8348
2005,actual,Missouri,private_total,7869
2006,actual,Missouri,private_total,7330
2007,actual,Missouri,private_total,7389
2008,actual,Missouri,private_total,7043
2009,actual,Missouri,private_total,7102
2010,actual,Missouri,private_total,7527
2011,projected,Missouri,private_total,7394.637353332599
2012,projected,Missouri,private_total,7296.506082529187
2013,projected,Missouri,private_total,7378.899129180012
2014,projected,Missouri,private_total,7514.557027467556
2015,projected,Missouri,private_total,7676.543946146713
2016,projected,Missouri,private_total,7917.538303644759
2017,projected,Missouri,private_total,7940.288962470232
2018,projected,Missouri,private_total,8165.039079562323
2019,projected,Missouri,private_total,8804.09364676989
2020,projected,Missouri,private_total,8703.128231511246
2021,projected,Missouri,private_total,9158.814567325975
2022,projected,Missouri,private_total,9741.170993361608
2023,projected,Missouri,private_total,9615.921170962516
2024,projected,Missouri,private_total,9684.19702436604
2025,projected,Missouri,private_total,9578.474562520101
2026,projected,Missouri,private_total,9394.803531200569
2027,projected,Missouri,private_total,9167.796430249626
2028,projected,Missouri,private_total,9045.58086052312
2029,projected,Missouri,private_total,8962.200354331793
2030,projected,Missouri,private_total,8950.006321387798
2031,projected,Missouri,private_total,8965.241917496793
2000,actual,Missouri,public_total,54138
2001,actual,Missouri,public_total,54487
2002,actual,Missouri,public_total,56925
2003,actual,Missouri,public_total,57983
2004,actual,Missouri,public_total,57841
2005,actual,Missouri,public_total,58417
2006,actual,Missouri,public_total,60275
2007,actual,Missouri,public_total,61717
2008,actual,Missouri,public_total,62969
2009,actual,Missouri,public_total,63994
2010,actual,Missouri,public_total,62994
2011,projected,Missouri,public_total,61313
2012,projected,Missouri,public_total,61407
2013,projected,Missouri,public_total,60786.32586014869
2014,projected,Missouri,public_total,60471.528776740444
2015,projected,Missouri,public_total,60846.89708561166
2016,projected,Missouri,public_total,59277.93750284505
2017,projected,Missouri,public_total,60740.65844216485
2018,projected,Missouri,public_total,60348.48643812297
2019,projected,Missouri,public_total,59497.11925161482
2020,projected,Missouri,public_total,59545.023543059826
2021,projected,Missouri,public_total,59904.5999629231
2022,projected,Missouri,public_total,60350.7364260485
2023,projected,Missouri,public_total,61010.37563524504
2024,projected,Missouri,public_total,62398.08824507645
2025,projected,Missouri,public_total,61832.7821447259
2026,projected,Missouri,public_total,60194.66337245169
2027,projected,Missouri,public_total,58455.25839785344
2028,projected,Missouri,public_total,57871.249930145044
2029,projected,Missouri,public_total,57458.014048539255
2030,projected,Missouri,public_total,57367.677424532965
2031,projected,Missouri,public_total,57401.835547051174
2000,actual,Missouri,hispanic,711
2001,actual,Missouri,hispanic,696
2002,actual,Missouri,hispanic,867
2003,actual,Missouri,hispanic,947
2004,actual,Missouri,hispanic,1075
2005,actual,Missouri,hispanic,1257
2006,actual,Missouri,hispanic,1371
2007,actual,Missouri,hispanic,1498
2008,actual,Missouri,hispanic,1591
2009,actual,Missouri,hispanic,1772
2010,actual,Missouri,hispanic,1986
2011,projected,Missouri,hispanic,2131
2012,projected,Missouri,hispanic,2317
2013,projected,Missouri,hispanic,2253.819001820294
2014,projected,Missouri,hispanic,2545.1570783409384
2015,projected,Missouri,hispanic,2787.323518767411
2016,projected,Missouri,hispanic,2918.7921513561246
2017,projected,Missouri,hispanic,3158.1829632785693
2018,projected,Missouri,hispanic,3368.0679844839497
2019,projected,Missouri,hispanic,3601.05439576007
2020,projected,Missouri,hispanic,3728.0216023217954
2021,projected,Missouri,hispanic,3939.5195961929253
2022,projected,Missouri,hispanic,4295.479918293291
2023,projected,Missouri,hispanic,4474.446467536513
2024,projected,Missouri,hispanic,4665.420588484225
2025,projected,Missouri,hispanic,4583.5565020044005
2026,projected,Missouri,hispanic,4317.876650202437
2027,projected,Missouri,hispanic,4345.507965120658
2028,projected,Missouri,hispanic,4117.742288433034
2029,projected,Missouri,hispanic,4066.7260643733703
2030,projected,Missouri,hispanic,3950.168192410882
2031,projected,Missouri,hispanic,3975.14249520866
2000,actual,Missouri,white,45716
2001,actual,Missouri,white,45627
2002,actual,Missouri,white,47569
2003,actual,Missouri,white,48118
2004,actual,Missouri,white,47485
2005,actual,Missouri,white,47534
2006,actual,Missouri,white,48677
2007,actual,Missouri,white,49744
2008,actual,Missouri,white,49938
2009,actual,Missouri,white,50516
2010,actual,Missouri,white,48938.24686052477
2011,projected,Missouri,white,47685.38853844004
2012,projected,Missouri,white,47716.651735236424
2013,projected,Missouri,white,47467.27314546116
2014,projected,Missouri,white,47010.28346897223
2015,projected,Missouri,white,46978.255292846974
2016,projected,Missouri,white,46158.034090635185
2017,projected,Missouri,white,46794.09436854915
2018,projected,Missouri,white,46497.629937290214
2019,projected,Missouri,white,45552.593906204995
2020,projected,Missouri,white,45698.60724321517
2021,projected,Missouri,white,45858.188696945144
2022,projected,Missouri,white,46020.51496760537
2023,projected,Missouri,white,46257.3060924285
2024,projected,Missouri,white,47077.066465774726
2025,projected,Missouri,white,46393.23136801249
2026,projected,Missouri,white,45426.45539262123
2027,projected,Missouri,white,44243.15320278092
2028,projected,Missouri,white,43492.87896280758
2029,projected,Missouri,white,43207.63875730905
2030,projected,Missouri,white,43214.40464009122
2031,projected,Missouri,white,43047.878182449116
2000,actual,Missouri,black,6824
2001,actual,Missouri,black,7195
2002,actual,Missouri,black,7536
2003,actual,Missouri,black,7863
2004,actual,Missouri,black,8234
2005,actual,Missouri,black,8401
2006,actual,Missouri,black,8970
2007,actual,Missouri,black,9178
2008,actual,Missouri,black,10111
2009,actual,Missouri,black,10262
2010,actual,Missouri,black,10659.31224253265
2011,projected,Missouri,black,9996.823751859361
2012,projected,Missouri,black,9798.535464117736
2013,projected,Missouri,black,9451.543316379542
2014,projected,Missouri,black,9329.926723402414
2015,projected,Missouri,black,9504.893410243078
2016,projected,Missouri,black,8749.014188220897
2017,projected,Missouri,black,9173.815673396759
2018,projected,Missouri,black,8883.879168004718
2019,projected,Missouri,black,8720.924115329108
2020,projected,Missouri,black,8519.800667750489
2021,projected,Missouri,black,8567.469817278135
2022,projected,Missouri,black,8496.179493903039
2023,projected,Missouri,black,8754.47852582241
